text,label,bias_terms,target_group,severity,safer_text,label_id
người theo Tin Lành bị cho là khó tiếp cận khoa học trong môi trường làm việc.,Religion/Belief Bias,khó tiếp cận khoa học,người theo Tin Lành,high,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
"Phụ nữ Việt Nam thì ai cũng biết là phụ nữ mà quản lý tiền thì hay tiêu hoang, không biết tiết kiệm.",Gender Bias,"tiêu hoang, không biết tiết kiệm",phụ nữ,high,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
Gen Z không biết cách viết CV chuyên nghiệp.,Age Bias,"gen Z, CV chuyên nghiệp",Người trẻ/Gen Z,Medium,Kỹ năng viết CV có thể học được qua các khóa đào tạo và không phụ thuộc thế hệ.,2
Tôi thấy dân Bắc nói giọng Bắc nghe chảnh lắm.,Regional Bias,"giọng Bắc, chảnh",Người miền Bắc,low,"Mỗi người có cá tính riêng, không nên đánh giá dựa trên xuất thân vùng miền.",12
"Tóc xoăn tự nhiên trông bù xù, không gọn gàng.",Appearance Bias,"tóc xoăn, tóc bù xù",người tóc xoăn,medium,Tóc xoăn tự nhiên là đẹp và đa dạng.,11
người có vấn đề sức khỏe tâm thần thường bị gán là bị xem là yếu đuối.,Mental Health Bias,bị xem là yếu đuối,người có vấn đề sức khỏe tâm thần,high,Không nên đánh giá cá nhân chỉ dựa trên nhóm xã hội hoặc hoàn cảnh của họ.,10
"Đến người Hà Nội gốc mà rất ki bo, không bao giờ chịu chi tiền thì biết nói gì.",Regional Bias,"ki bo, tiết kiệm",Người miền Bắc,medium,Không công bằng khi áp đặt định kiến lên cả một cộng đồng người.,12
"Tôi đã từng gặp người Huế và thấy hay ăn mặc lỗi thời, không theo kịp xu hướng.",Regional Bias,"lỗi thời, không theo xu hướng",Người Huế,low,Mỗi vùng miền có văn hóa và giá trị riêng đáng được tôn trọng.,12
Triển lãm trưng bày nhiều tác phẩm mới. theo kế hoạch.,Non-bias,none,none,low,Triển lãm trưng bày nhiều tác phẩm mới. theo kế hoạch.,0
Có định kiến rằng cử tri trẻ luôn khó hợp tác.,Political Bias,khó hợp tác,cử tri trẻ,medium,Khác biệt quan điểm có thể tồn tại mà không phản ánh giá trị con người.,9
Các thành viên thảo luận kế hoạch nghỉ lễ. trong chương trình.,Non-bias,none,none,low,Các thành viên thảo luận kế hoạch nghỉ lễ. trong chương trình.,0
Gia đình cùng chuẩn bị bữa tối cuối tuần. trong chương trình.,Non-bias,none,none,low,Gia đình cùng chuẩn bị bữa tối cuối tuần. trong chương trình.,0
Người học đăng ký khóa học mới. theo kế hoạch.,Non-bias,none,none,low,Người học đăng ký khóa học mới. theo kế hoạch.,0
Nhiều người nghĩ rằng nhóm có ý kiến trái chiều khó hợp tác.,Political Bias,khó hợp tác,nhóm có ý kiến trái chiều,medium,Cần xem xét bối cảnh thay vì dùng kết luận khái quát.,9
"Ai cũng biết người Sài Gòn lười biếng, ỷ lại.",Regional Bias,"lười biếng, ỷ lại",Người miền Nam,high,Chúng ta nên tìm hiểu và tôn trọng sự khác biệt văn hóa giữa các vùng miền.,12
người Tày thường bị cho là bị xem là lạc hậu.,Ethnicity Bias,bị xem là lạc hậu,người Tày,high,Đặc điểm nền tảng không quyết định năng lực hay giá trị con người.,7
"Tôi đã từng gặp dân Quảng và thấy sống khép kín, ít giao lưu.",Regional Bias,"khép kín, ít giao lưu",Người Quảng Nam,low,Mỗi vùng miền có văn hóa và giá trị riêng đáng được tôn trọng.,12
"Muốn đẹp thì phải trắng da, da đen không thể đẹp được.",Appearance Bias,"da đen, da trắng",người da tối màu,high,Vẻ đẹp không phụ thuộc vào màu da.,11
"Gen Z chỉ nghĩ đến bản thân, không như thế hệ 8x biết hi sinh.",Age Bias,"gen Z, chỉ nghĩ bản thân",Người trẻ/Gen Z,High,Mỗi thế hệ có cách thể hiện sự hi sinh và trách nhiệm theo cách khác nhau.,2
Khu dân cư dọn vệ sinh chung. theo kế hoạch.,Non-bias,none,none,low,Khu dân cư dọn vệ sinh chung. theo kế hoạch.,0
Con trai mà không đến 1m70 thì không ra đàn ông.,Appearance Bias,"thấp, lùn",nam giới thấp,high,Sự nam tính không được định nghĩa bởi chiều cao.,11
Sinh viên tham gia buổi thảo luận học thuật. ở buổi họp.,Non-bias,none,none,low,Sinh viên tham gia buổi thảo luận học thuật. ở buổi họp.,0
người có niềm tin tâm linh bị cho là khó hòa nhập trong môi trường làm việc.,Religion/Belief Bias,khó hòa nhập,người có niềm tin tâm linh,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
"Cô gái 28 tuổi còn chưa chồng, ế thật.",Age Bias,"28 tuổi, chưa chồng, ế",Phụ nữ trẻ,High,Tình trạng hôn nhân không xác định giá trị của một người.,2
Câu chuyện hay gặp là người đồng tính nữ con gái mà cắt tóc ngắn mặc đồ nam thì trông không ra con gái.,Gender Bias,"cắt tóc ngắn mặc đồ nam, không ra con gái",người đồng tính nữ,medium,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
Con trai đồng tính con trai mà nói chuyện cử chỉ điệu đà thì không phải đàn ông thật.,Gender Bias,"điệu đà, không phải đàn ông thật",người đồng tính nam,high,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
Người cao tuổi không nên học lập trình vì khó nhớ syntax.,Age Bias,"người cao tuổi, syntax lập trình",Người cao tuổi,Medium,Nhiều người lớn tuổi học lập trình thành công và đóng góp cho cộng đồng open source.,2
"Công nhân thủy sản mà mong có thưởng cuối năm lớn, hơi xa vời.",Class/Socioeconomic Bias,công nhân,công nhân,medium,Mọi người lao động đều xứng đáng có điều kiện làm việc và phúc lợi tốt.,3
Người già không cần quan tâm đến phát triển bền vững.,Age Bias,"người già, phát triển bền vững",Người cao tuổi,Medium,Mọi thế hệ đều có trách nhiệm với môi trường và tương lai của trái đất.,2
"Ai cũng biết dân xứ Nghệ keo kiệt, không biết chi tiền.",Regional Bias,"keo kiệt, bủn xỉn",Người Nghệ An,high,Chúng ta nên tìm hiểu và tôn trọng sự khác biệt văn hóa giữa các vùng miền.,12
Người bị sẹo do tai nạn xe tránh nhìn thẳng vào.,Appearance Bias,"sẹo tai nạn, dị dạng do tai nạn",người có sẹo do tai nạn,high,Người có sẹo do tai nạn xứng đáng được nhìn thẳng và đối xử bình đẳng.,11
người ủng hộ chính sách công thường bị cho là chỉ nói theo đám đông.,Political Bias,chỉ nói theo đám đông,người ủng hộ chính sách công,low,Ý kiến khác nhau không tự động đồng nghĩa với thiếu năng lực.,9
Khu dân cư dọn vệ sinh chung. vào cuối tháng.,Non-bias,none,none,low,Khu dân cư dọn vệ sinh chung. vào cuối tháng.,0
"Dân tỉnh mà lên thành phố kinh doanh online, dễ bị lừa lắm.",Class/Socioeconomic Bias,dân tỉnh,người từ tỉnh,low,Kinh nghiệm sống không phụ thuộc vào nơi xuất thân.,3
Gen Z không biết cách viết CV chuyên nghiệp.,Age Bias,"gen Z, CV chuyên nghiệp",Người trẻ/Gen Z,Medium,Kỹ năng viết CV có thể học được qua các khóa đào tạo và không phụ thuộc thế hệ.,2
Người làm bán vé số thì không hiểu được kinh tế vĩ mô đâu.,Class/Socioeconomic Bias,người làm,lao động phổ thông,high,Nghề nghiệp không xác định khả năng hiểu biết của một người.,3
"Gen Z chỉ quan tâm đến tiền lương, không quan tâm đến sứ mệnh.",Age Bias,"gen Z, chỉ quan tâm tiền lương",Người trẻ/Gen Z,Medium,Nhiều người thuộc Gen Z rất coi trọng mục đích và giá trị của công việc.,2
Đội ngũ kỹ thuật kiểm tra hệ thống. tại địa phương.,Non-bias,none,none,low,Đội ngũ kỹ thuật kiểm tra hệ thống. tại địa phương.,0
Sinh viên tham gia buổi thảo luận học thuật. trong chương trình.,Non-bias,none,none,low,Sinh viên tham gia buổi thảo luận học thuật. trong chương trình.,0
người theo Tin Lành bị cho là khó tiếp cận khoa học trong môi trường làm việc.,Religion/Belief Bias,khó tiếp cận khoa học,người theo Tin Lành,high,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
"Thợ hàn xì thì học ít, làm ít, thu nhập cũng thấp thôi. Đó là định kiến cần thay đổi.",Occupation Bias,"học ít, làm ít, thu nhập thấp",thợ hàn xì,medium,Thợ hàn lành nghề được trả lương cao trong nhiều ngành công nghiệp đòi hỏi kỹ thuật cao.,4
người có quan điểm chính trị khác bị gắn nhãn là khó hợp tác trong tranh luận.,Political Bias,khó hợp tác,người có quan điểm chính trị khác,medium,Cần xem xét bối cảnh thay vì dùng kết luận khái quát.,9
Cộng đồng tổ chức chương trình tình nguyện. theo kế hoạch.,Non-bias,none,none,low,Cộng đồng tổ chức chương trình tình nguyện. theo kế hoạch.,0
"Bạn tôi kể người LGBT người LGBT làm hư hỏng giới trẻ, cần phải ngăn chặn, thấy đúng thật.",Gender Bias,"làm hư hỏng giới trẻ, ngăn chặn",người LGBT,high,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
"Con nhà lao động học kiến trúc làm gì, ra trường cũng khó có việc tốt.",Class/Socioeconomic Bias,con nhà lao động,người lao động,high,"Chọn ngành học nên dựa trên năng lực và đam mê, không phải hoàn cảnh gia đình.",3
Già thế kia còn đi gym làm gì nữa.,Appearance Bias,"già, lớn tuổi",người lớn tuổi,medium,Tập luyện thể dục có lợi cho sức khỏe ở mọi lứa tuổi.,11
Mọi người cùng trồng cây xanh. tại địa phương.,Non-bias,none,none,low,Mọi người cùng trồng cây xanh. tại địa phương.,0
Tôi đã từng gặp người Hà Nội và thấy nói giọng Hà Nội giờ nghe lai căng.,Regional Bias,"lai căng, giọng Hà Nội",Người Hà Nội,low,Không nên nhìn nhận cả một nhóm người qua lăng kính định kiến.,12
"Nói thật chứ người miền Bắc thích làm màu, sống ảo nhiều hơn thực chất.",Regional Bias,"làm màu, sống ảo",Người miền Bắc,medium,Định kiến vùng miền gây chia rẽ và không phản ánh thực tế đa dạng của con người.,12
Người da đen không hợp mặc áo tối màu.,Appearance Bias,da đen,người da tối màu,medium,Mọi người đều có quyền tự chọn trang phục của mình.,11
Bạn béo thế thì đừng đăng ảnh lên mạng xã hội.,Appearance Bias,béo,người thừa cân,high,Mọi người đều có quyền chia sẻ hình ảnh của mình bất kể ngoại hình.,11
cha mẹ đơn thân thường bị nhận xét là khó xây dựng gia đình.,Marital/Family Status Bias,khó xây dựng gia đình,cha mẹ đơn thân,medium,Đặc điểm nền tảng không quyết định năng lực hay giá trị con người.,8
Tôi không thích người Hà Nội vì tranh giành chỗ đứng không cần thực lực.,Regional Bias,"tranh giành, thiếu thực lực",Người Hà Nội,high,Không nên nhìn nhận cả một nhóm người qua lăng kính định kiến.,12
Khu dân cư dọn vệ sinh chung. trong tuần này.,Non-bias,none,none,low,Khu dân cư dọn vệ sinh chung. trong tuần này.,0
"Dân gian hay nói người phụ nữ phụ nữ trang điểm nhạt quá trông lôi thôi, không ra dáng.",Gender Bias,"trang điểm nhạt, không ra dáng",phụ nữ,low,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
